Name,Description,Weight (kg),Regular price,Sale price,Categories,Size,Color,Brand
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.14,60,42,Sweatshirts/Fleece,L,Black Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.2,60,42,Sweatshirts/Fleece,XL,Aegean Blue Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.2,60,42,Sweatshirts/Fleece,XL,Black Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.2,60,42,Sweatshirts/Fleece,XL,Navy Blazer Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.2,60,42,Sweatshirts/Fleece,XL,Pine Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.2,60,42,Sweatshirts/Fleece,XL,Windsor Grey Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.28,61.5,43.05,Sweatshirts/Fleece,2XL,Windsor Grey Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.28,61.5,43.05,Sweatshirts/Fleece,2XL,Pine Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.28,61.5,43.05,Sweatshirts/Fleece,2XL,Navy Blazer Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.28,61.5,43.05,Sweatshirts/Fleece,2XL,Aegean Blue Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.28,61.5,43.05,Sweatshirts/Fleece,2XL,Black Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.45,64.5,45.15,Sweatshirts/Fleece,3XL,Black Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.45,64.5,45.15,Sweatshirts/Fleece,3XL,Aegean Blue Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.45,64.5,45.15,Sweatshirts/Fleece,3XL,Navy Blazer Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.45,64.5,45.15,Sweatshirts/Fleece,3XL,Pine Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.45,64.5,45.15,Sweatshirts/Fleece,3XL,Windsor Grey Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.57,66,46.2,Sweatshirts/Fleece,4XL,Windsor Grey Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.57,66,46.2,Sweatshirts/Fleece,4XL,Pine Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.57,66,46.2,Sweatshirts/Fleece,4XL,Navy Blazer Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.57,66,46.2,Sweatshirts/Fleece,4XL,Aegean Blue Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.57,66,46.2,Sweatshirts/Fleece,4XL,Black Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.4,114,79.8,Outerwear,XS,Deep Black,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.4,114,79.8,Outerwear,XS,Night Navy,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.43,114,79.8,Outerwear,S,Night Navy,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.43,114,79.8,Outerwear,S,Deep Black,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.57,114,79.8,Outerwear,M,Night Navy,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.57,114,79.8,Outerwear,M,Deep Black,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.6,114,79.8,Outerwear,L,Deep Black,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.6,114,79.8,Outerwear,L,Night Navy,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.78,114,79.8,Outerwear,XL,Deep Black,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.78,114,79.8,Outerwear,XL,Night Navy,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.85,115.5,80.85,Outerwear,2XL,Deep Black,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.85,115.5,80.85,Outerwear,2XL,Night Navy,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,2.03,118.5,82.95,Outerwear,3XL,Night Navy,Brooks Brothers
